"Evaluation","Journal","issnJournal","nameJournal","KnowledgeField","idKnowledgeField","nameKnowledgeField","yearEvaluation","yearIndex","Qualis","qualisIndex"
"Journal_0006-2960_KnowledgeField_16_YearEvaluation_2005_Qualis_A2","Journal_0006-2960","0006-2960","Biochemistry","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0006-2960_KnowledgeField_4_YearEvaluation_2005_Qualis_A2","Journal_0006-2960","0006-2960","Biochemistry","KnowledgeField_4",4,"QUÍMICA","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0006-2979_KnowledgeField_48_YearEvaluation_2005_Qualis_B2","Journal_0006-2979","0006-2979","Biochemistry (Moscow)","KnowledgeField_48",48,"BIOTECNOLOGIA","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0006-2979_KnowledgeField_6_YearEvaluation_2005_Qualis_B2","Journal_0006-2979","0006-2979","Biochemistry (Moscow)","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0006-2979_KnowledgeField_8_YearEvaluation_2005_Qualis_B2","Journal_0006-2979","0006-2979","Biochemistry (Moscow)","KnowledgeField_8",8,"CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1208-6002_KnowledgeField_6_YearEvaluation_2005_Qualis_B1","Journal_1208-6002","1208-6002","Biochemistry and Cell Biology","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1208-6002_KnowledgeField_8_YearEvaluation_2005_Qualis_B1","Journal_1208-6002","1208-6002","Biochemistry and Cell Biology","KnowledgeField_8",8,"CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1208-6002_KnowledgeField_12_YearEvaluation_2005_Qualis_A2","Journal_1208-6002","1208-6002","Biochemistry and Cell Biology","KnowledgeField_12",12,"ENGENHARIAS II","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1208-6002_KnowledgeField_47_YearEvaluation_2005_Qualis_B4","Journal_1208-6002","1208-6002","Biochemistry and Cell Biology","KnowledgeField_47",47,"MATERIAIS","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_1208-6002_KnowledgeField_15_YearEvaluation_2005_Qualis_B1","Journal_1208-6002","1208-6002","Biochemistry and Cell Biology","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1208-6002_KnowledgeField_4_YearEvaluation_2005_Qualis_B1","Journal_1208-6002","1208-6002","Biochemistry and Cell Biology","KnowledgeField_4",4,"QUÍMICA","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1539-3429_KnowledgeField_48_YearEvaluation_2005_Qualis_B4","Journal_1539-3429","1539-3429","Biochemistry and Molecular Biology Education","KnowledgeField_48",48,"BIOTECNOLOGIA","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_1539-3429_KnowledgeField_42_YearEvaluation_2005_Qualis_B1","Journal_1539-3429","1539-3429","Biochemistry and Molecular Biology Education","KnowledgeField_42",42,"CIÊNCIAS AGRÁRIAS I","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1539-3429_KnowledgeField_6_YearEvaluation_2005_Qualis_B4","Journal_1539-3429","1539-3429","Biochemistry and Molecular Biology Education","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_1539-3429_KnowledgeField_9_YearEvaluation_2005_Qualis_B5","Journal_1539-3429","1539-3429","Biochemistry and Molecular Biology Education","KnowledgeField_9",9,"CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1539-3429_KnowledgeField_999_YearEvaluation_2005_Qualis_A2","Journal_1539-3429","1539-3429","Biochemistry and Molecular Biology Education","KnowledgeField_999",999,"ENSINO DE CIÊNCIAS E MATEMATICA","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1539-3429_KnowledgeField_19_YearEvaluation_2005_Qualis_B3","Journal_1539-3429","1539-3429","Biochemistry and Molecular Biology Education","KnowledgeField_19",19,"FARMÁCIA","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_1539-3429_KnowledgeField_45_YearEvaluation_2005_Qualis_B1","Journal_1539-3429","1539-3429","Biochemistry and Molecular Biology Education","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1539-3429_KnowledgeField_15_YearEvaluation_2005_Qualis_B2","Journal_1539-3429","1539-3429","Biochemistry and Molecular Biology Education","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1539-3429_KnowledgeField_16_YearEvaluation_2005_Qualis_B2","Journal_1539-3429","1539-3429","Biochemistry and Molecular Biology Education","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1539-3429_KnowledgeField_4_YearEvaluation_2005_Qualis_B4","Journal_1539-3429","1539-3429","Biochemistry and Molecular Biology Education","KnowledgeField_4",4,"QUÍMICA","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_1539-3429_KnowledgeField_22_YearEvaluation_2005_Qualis_B2","Journal_1539-3429","1539-3429","Biochemistry and Molecular Biology Education","KnowledgeField_22",22,"SAÚDE COLETIVA","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1539-3429_KnowledgeField_23_YearEvaluation_2005_Qualis_B1","Journal_1539-3429","1539-3429","Biochemistry and Molecular Biology Education","KnowledgeField_23",23,"ZOOTECNIA / RECURSOS PESQUEIROS","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0006-3002_KnowledgeField_9_YearEvaluation_2005_Qualis_A2","Journal_0006-3002","0006-3002","Biochimica et Biophysica Acta","KnowledgeField_9",9,"CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0006-3002_KnowledgeField_21_YearEvaluation_2005_Qualis_B4","Journal_0006-3002","0006-3002","Biochimica et Biophysica Acta","KnowledgeField_21",21,"EDUCAÇÃO FÍSICA","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_0006-3002_KnowledgeField_19_YearEvaluation_2005_Qualis_B3","Journal_0006-3002","0006-3002","Biochimica et Biophysica Acta","KnowledgeField_19",19,"FARMÁCIA","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0006-3002_KnowledgeField_15_YearEvaluation_2005_Qualis_B3","Journal_0006-3002","0006-3002","Biochimica et Biophysica Acta","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0006-3002_KnowledgeField_16_YearEvaluation_2005_Qualis_B3","Journal_0006-3002","0006-3002","Biochimica et Biophysica Acta","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0006-3002_KnowledgeField_17_YearEvaluation_2005_Qualis_B3","Journal_0006-3002","0006-3002","Biochimica et Biophysica Acta","KnowledgeField_17",17,"MEDICINA III","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0006-3002_KnowledgeField_4_YearEvaluation_2005_Qualis_C","Journal_0006-3002","0006-3002","Biochimica et Biophysica Acta","KnowledgeField_4",4,"QUÍMICA","YearEvaluation_2005",2005,"Qualis_C","C"
"Journal_0005-2728_KnowledgeField_6_YearEvaluation_2005_Qualis_A2","Journal_0005-2728","0005-2728","Biochimica et Biophysica Acta (BBA) - Bioenergetics","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0005-2728_KnowledgeField_16_YearEvaluation_2005_Qualis_A1","Journal_0005-2728","0005-2728","Biochimica et Biophysica Acta (BBA) - Bioenergetics","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_0005-2728_KnowledgeField_18_YearEvaluation_2005_Qualis_A1","Journal_0005-2728","0005-2728","Biochimica et Biophysica Acta (BBA) - Bioenergetics","KnowledgeField_18",18,"ODONTOLOGIA","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_0005-2728_KnowledgeField_4_YearEvaluation_2005_Qualis_A2","Journal_0005-2728","0005-2728","Biochimica et Biophysica Acta (BBA) - Bioenergetics","KnowledgeField_4",4,"QUÍMICA","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0005-2736_KnowledgeField_6_YearEvaluation_2005_Qualis_A2","Journal_0005-2736","0005-2736","Biochimica et Biophysica Acta (BBA) - Biomembranes","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0005-2736_KnowledgeField_9_YearEvaluation_2005_Qualis_A2","Journal_0005-2736","0005-2736","Biochimica et Biophysica Acta (BBA) - Biomembranes","KnowledgeField_9",9,"CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0005-2736_KnowledgeField_19_YearEvaluation_2005_Qualis_A1","Journal_0005-2736","0005-2736","Biochimica et Biophysica Acta (BBA) - Biomembranes","KnowledgeField_19",19,"FARMÁCIA","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_0005-2736_KnowledgeField_4_YearEvaluation_2005_Qualis_A2","Journal_0005-2736","0005-2736","Biochimica et Biophysica Acta (BBA) - Biomembranes","KnowledgeField_4",4,"QUÍMICA","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0167-4781_KnowledgeField_6_YearEvaluation_2005_Qualis_B1","Journal_0167-4781","0167-4781","Biochimica et Biophysica Acta (BBA) - Gene Structure and Expression","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0304-4165_KnowledgeField_48_YearEvaluation_2005_Qualis_B1","Journal_0304-4165","0304-4165","Biochimica et Biophysica Acta (BBA) - General Subjects","KnowledgeField_48",48,"BIOTECNOLOGIA","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0304-4165_KnowledgeField_6_YearEvaluation_2005_Qualis_B1","Journal_0304-4165","0304-4165","Biochimica et Biophysica Acta (BBA) - General Subjects","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0304-4165_KnowledgeField_9_YearEvaluation_2005_Qualis_B2","Journal_0304-4165","0304-4165","Biochimica et Biophysica Acta (BBA) - General Subjects","KnowledgeField_9",9,"CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_0304-4165_KnowledgeField_14_YearEvaluation_2005_Qualis_B1","Journal_0304-4165","0304-4165","Biochimica et Biophysica Acta (BBA) - General Subjects","KnowledgeField_14",14,"ENGENHARIAS IV","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0304-4165_KnowledgeField_19_YearEvaluation_2005_Qualis_A2","Journal_0304-4165","0304-4165","Biochimica et Biophysica Acta (BBA) - General Subjects","KnowledgeField_19",19,"FARMÁCIA","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0304-4165_KnowledgeField_15_YearEvaluation_2005_Qualis_B1","Journal_0304-4165","0304-4165","Biochimica et Biophysica Acta (BBA) - General Subjects","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0304-4165_KnowledgeField_16_YearEvaluation_2005_Qualis_A2","Journal_0304-4165","0304-4165","Biochimica et Biophysica Acta (BBA) - General Subjects","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1388-1981_KnowledgeField_48_YearEvaluation_2005_Qualis_A2","Journal_1388-1981","1388-1981","Biochimica et Biophysica Acta (BBA) - Molecular and Cell Biology of Lipids","KnowledgeField_48",48,"BIOTECNOLOGIA","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1388-1981_KnowledgeField_6_YearEvaluation_2005_Qualis_A2","Journal_1388-1981","1388-1981","Biochimica et Biophysica Acta (BBA) - Molecular and Cell Biology of Lipids","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1388-1981_KnowledgeField_8_YearEvaluation_2005_Qualis_A2","Journal_1388-1981","1388-1981","Biochimica et Biophysica Acta (BBA) - Molecular and Cell Biology of Lipids","KnowledgeField_8",8,"CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1388-1981_KnowledgeField_15_YearEvaluation_2005_Qualis_A2","Journal_1388-1981","1388-1981","Biochimica et Biophysica Acta (BBA) - Molecular and Cell Biology of Lipids","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0925-4439_KnowledgeField_999_YearEvaluation_2005_Qualis_C","Journal_0925-4439","0925-4439","Biochimica et Biophysica Acta (BBA) - Molecular Basis of Disease","KnowledgeField_999",999,"ENSINO DE CIÊNCIAS E MATEMATICA","YearEvaluation_2005",2005,"Qualis_C","C"
"Journal_0167-4889_KnowledgeField_6_YearEvaluation_2005_Qualis_A1","Journal_0167-4889","0167-4889","Biochimica et Biophysica Acta (BBA) - Molecular Cell Research","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_0167-4889_KnowledgeField_9_YearEvaluation_2005_Qualis_A2","Journal_0167-4889","0167-4889","Biochimica et Biophysica Acta (BBA) - Molecular Cell Research","KnowledgeField_9",9,"CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0167-4889_KnowledgeField_18_YearEvaluation_2005_Qualis_A1","Journal_0167-4889","0167-4889","Biochimica et Biophysica Acta (BBA) - Molecular Cell Research","KnowledgeField_18",18,"ODONTOLOGIA","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_0167-4838_KnowledgeField_6_YearEvaluation_2005_Qualis_B1","Journal_0167-4838","0167-4838","Biochimica et Biophysica Acta (BBA) - Protein Structure and Molecular Enzymology","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1570-9639_KnowledgeField_48_YearEvaluation_2005_Qualis_A2","Journal_1570-9639","1570-9639","Biochimica et Biophysica Acta (BBA) - Proteins and Proteomics","KnowledgeField_48",48,"BIOTECNOLOGIA","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1570-9639_KnowledgeField_6_YearEvaluation_2005_Qualis_A2","Journal_1570-9639","1570-9639","Biochimica et Biophysica Acta (BBA) - Proteins and Proteomics","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1570-9639_KnowledgeField_8_YearEvaluation_2005_Qualis_B1","Journal_1570-9639","1570-9639","Biochimica et Biophysica Acta (BBA) - Proteins and Proteomics","KnowledgeField_8",8,"CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1570-9639_KnowledgeField_14_YearEvaluation_2005_Qualis_B1","Journal_1570-9639","1570-9639","Biochimica et Biophysica Acta (BBA) - Proteins and Proteomics","KnowledgeField_14",14,"ENGENHARIAS IV","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1570-9639_KnowledgeField_15_YearEvaluation_2005_Qualis_A2","Journal_1570-9639","1570-9639","Biochimica et Biophysica Acta (BBA) - Proteins and Proteomics","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1570-9639_KnowledgeField_4_YearEvaluation_2005_Qualis_A2","Journal_1570-9639","1570-9639","Biochimica et Biophysica Acta (BBA) - Proteins and Proteomics","KnowledgeField_4",4,"QUÍMICA","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0300-9084_KnowledgeField_48_YearEvaluation_2005_Qualis_A2","Journal_0300-9084","0300-9084","Biochimie","KnowledgeField_48",48,"BIOTECNOLOGIA","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0300-9084_KnowledgeField_6_YearEvaluation_2005_Qualis_A2","Journal_0300-9084","0300-9084","Biochimie","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0300-9084_KnowledgeField_8_YearEvaluation_2005_Qualis_B1","Journal_0300-9084","0300-9084","Biochimie","KnowledgeField_8",8,"CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0300-9084_KnowledgeField_9_YearEvaluation_2005_Qualis_B1","Journal_0300-9084","0300-9084","Biochimie","KnowledgeField_9",9,"CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0300-9084_KnowledgeField_998_YearEvaluation_2005_Qualis_A2","Journal_0300-9084","0300-9084","Biochimie","KnowledgeField_998",998,"ECOLOGIA E MEIO AMBIENTE","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0300-9084_KnowledgeField_12_YearEvaluation_2005_Qualis_A2","Journal_0300-9084","0300-9084","Biochimie","KnowledgeField_12",12,"ENGENHARIAS II","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0300-9084_KnowledgeField_14_YearEvaluation_2005_Qualis_B1","Journal_0300-9084","0300-9084","Biochimie","KnowledgeField_14",14,"ENGENHARIAS IV","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0300-9084_KnowledgeField_45_YearEvaluation_2005_Qualis_A1","Journal_0300-9084","0300-9084","Biochimie","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_0300-9084_KnowledgeField_15_YearEvaluation_2005_Qualis_A2","Journal_0300-9084","0300-9084","Biochimie","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0300-9084_KnowledgeField_16_YearEvaluation_2005_Qualis_A2","Journal_0300-9084","0300-9084","Biochimie","KnowledgeField_16",16,"MEDICINA II","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_0300-9084_KnowledgeField_4_YearEvaluation_2005_Qualis_B1","Journal_0300-9084","0300-9084","Biochimie","KnowledgeField_4",4,"QUÍMICA","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0104-3455_KnowledgeField_42_YearEvaluation_2005_Qualis_B3","Journal_0104-3455","0104-3455","Biociências (Porto Alegre)","KnowledgeField_42",42,"CIÊNCIAS AGRÁRIAS I","YearEvaluation_2005",2005,"Qualis_B3","B3"
"Journal_0104-3455_KnowledgeField_6_YearEvaluation_2005_Qualis_B5","Journal_0104-3455","0104-3455","Biociências (Porto Alegre)","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_0104-3455_KnowledgeField_998_YearEvaluation_2005_Qualis_B4","Journal_0104-3455","0104-3455","Biociências (Porto Alegre)","KnowledgeField_998",998,"ECOLOGIA E MEIO AMBIENTE","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_0104-3455_KnowledgeField_21_YearEvaluation_2005_Qualis_B5","Journal_0104-3455","0104-3455","Biociências (Porto Alegre)","KnowledgeField_21",21,"EDUCAÇÃO FÍSICA","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_0104-3455_KnowledgeField_18_YearEvaluation_2005_Qualis_B5","Journal_0104-3455","0104-3455","Biociências (Porto Alegre)","KnowledgeField_18",18,"ODONTOLOGIA","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_0104-3455_KnowledgeField_23_YearEvaluation_2005_Qualis_B2","Journal_0104-3455","0104-3455","Biociências (Porto Alegre)","KnowledgeField_23",23,"ZOOTECNIA / RECURSOS PESQUEIROS","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1386-6141_KnowledgeField_42_YearEvaluation_2005_Qualis_A2","Journal_1386-6141","1386-6141","BioControl","KnowledgeField_42",42,"CIÊNCIAS AGRÁRIAS I","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1386-6141_KnowledgeField_6_YearEvaluation_2005_Qualis_B1","Journal_1386-6141","1386-6141","BioControl","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1386-6141_KnowledgeField_22_YearEvaluation_2005_Qualis_B2","Journal_1386-6141","1386-6141","BioControl","KnowledgeField_22",22,"SAÚDE COLETIVA","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1360-0478_KnowledgeField_42_YearEvaluation_2005_Qualis_A2","Journal_1360-0478","1360-0478","Biocontrol Science and Technology","KnowledgeField_42",42,"CIÊNCIAS AGRÁRIAS I","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1360-0478_KnowledgeField_6_YearEvaluation_2005_Qualis_B1","Journal_1360-0478","1360-0478","Biocontrol Science and Technology","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0923-9820_KnowledgeField_10_YearEvaluation_2005_Qualis_A2","Journal_0923-9820","0923-9820","Biodegradation","KnowledgeField_10",10,"ENGENHARIAS I","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1679-6179_KnowledgeField_6_YearEvaluation_2005_Qualis_B5","Journal_1679-6179","1679-6179","Biodiversidade Pampeana (Online)","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1679-6179_KnowledgeField_998_YearEvaluation_2005_Qualis_B5","Journal_1679-6179","1679-6179","Biodiversidade Pampeana (Online)","KnowledgeField_998",998,"ECOLOGIA E MEIO AMBIENTE","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_1679-6179_KnowledgeField_23_YearEvaluation_2005_Qualis_C","Journal_1679-6179","1679-6179","Biodiversidade Pampeana (Online)","KnowledgeField_23",23,"ZOOTECNIA / RECURSOS PESQUEIROS","YearEvaluation_2005",2005,"Qualis_C","C"
"Journal_1488-8386_KnowledgeField_998_YearEvaluation_2005_Qualis_B4","Journal_1488-8386","1488-8386","Biodiversity","KnowledgeField_998",998,"ECOLOGIA E MEIO AMBIENTE","YearEvaluation_2005",2005,"Qualis_B4","B4"
"Journal_1572-9710_KnowledgeField_48_YearEvaluation_2005_Qualis_B2","Journal_1572-9710","1572-9710","Biodiversity and Conservation","KnowledgeField_48",48,"BIOTECNOLOGIA","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1572-9710_KnowledgeField_42_YearEvaluation_2005_Qualis_A2","Journal_1572-9710","1572-9710","Biodiversity and Conservation","KnowledgeField_42",42,"CIÊNCIAS AGRÁRIAS I","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1572-9710_KnowledgeField_6_YearEvaluation_2005_Qualis_A2","Journal_1572-9710","1572-9710","Biodiversity and Conservation","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1572-9710_KnowledgeField_8_YearEvaluation_2005_Qualis_B2","Journal_1572-9710","1572-9710","Biodiversity and Conservation","KnowledgeField_8",8,"CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1572-9710_KnowledgeField_998_YearEvaluation_2005_Qualis_B1","Journal_1572-9710","1572-9710","Biodiversity and Conservation","KnowledgeField_998",998,"ECOLOGIA E MEIO AMBIENTE","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1572-9710_KnowledgeField_10_YearEvaluation_2005_Qualis_A2","Journal_1572-9710","1572-9710","Biodiversity and Conservation","KnowledgeField_10",10,"ENGENHARIAS I","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1572-9710_KnowledgeField_5_YearEvaluation_2005_Qualis_B1","Journal_1572-9710","1572-9710","Biodiversity and Conservation","KnowledgeField_5",5,"GEOCIÊNCIAS","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1572-9710_KnowledgeField_45_YearEvaluation_2005_Qualis_A1","Journal_1572-9710","1572-9710","Biodiversity and Conservation","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_A1","A1"
"Journal_1546-9735_KnowledgeField_6_YearEvaluation_2005_Qualis_B5","Journal_1546-9735","1546-9735","Biodiversity Informatics","KnowledgeField_6",6,"CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2005",2005,"Qualis_B5","B5"
"Journal_0967-9952_KnowledgeField_45_YearEvaluation_2005_Qualis_B2","Journal_0967-9952","0967-9952","Biodiversity Letters","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1173-8804_KnowledgeField_8_YearEvaluation_2005_Qualis_B2","Journal_1173-8804","1173-8804","BioDrugs","KnowledgeField_8",8,"CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1173-8804_KnowledgeField_4_YearEvaluation_2005_Qualis_B1","Journal_1173-8804","1173-8804","BioDrugs","KnowledgeField_4",4,"QUÍMICA","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1567-5394_KnowledgeField_48_YearEvaluation_2005_Qualis_A2","Journal_1567-5394","1567-5394","Bioelectrochemistry","KnowledgeField_48",48,"BIOTECNOLOGIA","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1567-5394_KnowledgeField_8_YearEvaluation_2005_Qualis_B1","Journal_1567-5394","1567-5394","Bioelectrochemistry","KnowledgeField_8",8,"CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1567-5394_KnowledgeField_14_YearEvaluation_2005_Qualis_B1","Journal_1567-5394","1567-5394","Bioelectrochemistry","KnowledgeField_14",14,"ENGENHARIAS IV","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_1567-5394_KnowledgeField_4_YearEvaluation_2005_Qualis_A2","Journal_1567-5394","1567-5394","Bioelectrochemistry","KnowledgeField_4",4,"QUÍMICA","YearEvaluation_2005",2005,"Qualis_A2","A2"
"Journal_1521-186X_KnowledgeField_8_YearEvaluation_2005_Qualis_B2","Journal_1521-186X","1521-186X","Bioelectromagnetics","KnowledgeField_8",8,"CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2005",2005,"Qualis_B2","B2"
"Journal_1521-186X_KnowledgeField_15_YearEvaluation_2005_Qualis_B1","Journal_1521-186X","1521-186X","Bioelectromagnetics","KnowledgeField_15",15,"MEDICINA I","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0269-9702_KnowledgeField_45_YearEvaluation_2005_Qualis_B1","Journal_0269-9702","0269-9702","Bioethics","KnowledgeField_45",45,"INTERDISCIPLINAR","YearEvaluation_2005",2005,"Qualis_B1","B1"
"Journal_0104-1401_KnowledgeField_26_YearEvaluation_2005_Qualis_C","Journal_0104-1401","0104-1401","Bioética (Brasília)","KnowledgeField_26",26,"DIREITO","YearEvaluation_2005",2005,"Qualis_C","C"
